education,marital_status,income,kidhome,teenhome,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,complain,response,age,cust_since,acc_camp,total_spent,household_size,cluster
1,0,22419,0,0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,51,14,0,162,1,0
2,0,81698,0,0,4,179,28,520,111,123,47,1,3,8,13,1,0,1,65,7,0,1008,1,2
1,0,43462,1,1,50,90,17,97,15,6,15,6,4,1,5,8,0,0,62,21,0,240,3,3
2,1,54880,1,0,57,308,85,137,102,45,118,2,6,2,11,5,0,0,36,15,0,795,3,1
1,0,79908,0,0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,32,14,1,1772,1,2
0,0,15315,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,44,10,0,64,1,0
1,0,87771,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,55,13,4,1957,2,5
1,0,33039,1,0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,36,9,0,78,2,0
1,1,81741,0,0,75,249,153,940,58,134,38,0,6,6,7,2,0,0,34,12,0,1572,2,2
2,0,71499,0,1,12,465,25,132,136,0,37,2,8,3,13,4,0,0,43,12,0,795,2,1
0,0,62466,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,44,5,0,889,2,2
2,1,48799,0,1,9,174,18,81,28,6,24,3,3,2,7,3,0,0,51,7,0,331,3,3
2,0,52157,0,1,48,189,2,29,3,2,40,2,3,2,5,4,0,0,64,0,0,265,2,3
1,1,66565,0,1,80,747,10,161,65,40,42,4,4,2,9,8,0,0,52,18,0,1065,3,1
2,0,29298,1,1,60,6,0,2,2,0,1,1,1,0,2,5,0,0,63,9,0,11,3,3
1,1,47691,0,1,43,14,0,3,0,0,4,1,1,0,2,6,0,0,35,11,0,21,3,3
1,0,38200,1,1,19,12,0,4,0,0,1,1,1,0,2,7,0,0,44,18,0,17,3,3
1,0,44989,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,40,21,0,369,2,1
2,0,38443,1,1,58,32,0,5,0,0,1,2,1,0,3,7,0,0,46,5,0,38,3,3
0,1,38593,1,0,42,51,12,49,17,24,24,3,4,1,3,8,0,0,36,9,0,177,3,0
2,0,64413,0,1,27,200,5,44,0,10,20,1,5,1,5,5,0,0,44,10,0,279,2,3
2,0,36959,1,0,56,25,6,25,6,0,0,2,2,0,3,8,0,0,33,8,0,62,2,0
2,0,61996,0,1,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,37,16,3,1230,2,5
1,0,51287,1,1,10,117,0,22,13,0,30,3,4,1,3,7,0,0,46,2,0,182,3,3
1,0,13260,1,1,48,9,4,17,10,2,7,4,3,0,3,8,0,0,44,10,0,49,3,3
2,0,47472,1,1,39,56,0,11,0,0,8,2,2,0,4,5,0,0,48,9,0,75,3,3
2,0,54603,1,1,85,145,13,46,17,2,4,6,4,2,4,7,0,0,58,11,0,227,3,3
2,0,45207,1,1,64,203,0,10,0,0,2,5,3,1,6,6,0,0,40,19,1,215,3,3
1,0,40689,0,1,69,270,3,27,39,6,99,7,7,1,5,8,0,0,63,15,0,444,2,1
0,0,47821,1,1,54,9,0,16,6,6,10,1,1,0,3,8,0,0,47,8,0,47,3,3
2,0,27450,0,0,57,37,12,23,8,11,52,1,2,1,3,7,0,0,63,14,0,143,1,0
1,0,39453,1,0,64,46,0,7,0,0,2,2,2,0,3,6,0,0,31,2,0,55,2,0
0,0,26850,1,1,10,31,1,13,7,2,9,4,2,1,4,4,0,0,43,2,0,63,3,3
1,1,79800,0,0,65,1060,21,530,32,0,224,1,5,11,5,3,0,1,59,21,3,1867,2,5
2,0,61794,0,1,74,264,47,188,54,47,11,2,4,4,10,2,0,0,53,9,0,611,2,1
1,0,53863,0,1,4,399,4,30,6,4,30,3,7,1,7,7,0,0,59,1,1,473,2,1
1,0,24221,0,0,94,8,9,9,2,5,22,1,1,1,3,4,0,0,55,10,0,55,1,0
2,1,39684,1,0,41,19,0,35,6,4,17,2,2,1,2,7,1,1,30,20,0,81,3,4
2,0,92163,0,0,25,817,183,797,106,163,20,0,5,11,5,2,0,1,39,18,2,2086,1,5
2,1,69882,0,0,94,292,127,635,132,127,165,1,3,7,9,1,0,0,49,7,0,1478,2,2
1,0,33178,1,0,9,12,6,2,11,2,16,1,1,0,3,4,0,0,37,4,0,49,2,0
2,0,59973,0,0,47,130,30,168,20,34,0,1,3,4,7,1,0,0,42,9,0,382,1,2
2,0,17459,1,0,12,6,4,16,3,10,30,3,3,1,2,7,0,1,39,9,0,69,2,0
1,1,23910,1,0,80,16,12,18,7,1,13,1,2,0,3,7,0,0,45,20,0,67,3,0
2,0,42169,1,1,20,19,0,9,0,0,2,2,1,0,3,8,0,0,45,8,0,30,3,3
0,0,26224,1,0,39,4,7,15,13,9,15,3,2,1,3,6,0,0,36,12,0,63,2,0
1,0,31089,1,0,57,31,3,31,2,8,4,3,3,0,4,8,0,0,33,22,0,79,2,0
1,1,30081,0,1,27,36,0,2,0,0,4,1,1,0,3,7,0,0,53,16,0,42,3,3
1,0,62807,0,1,83,526,28,135,10,21,99,3,5,3,12,5,0,0,54,21,0,819,2,1
1,1,72906,0,0,79,400,32,519,71,75,54,1,3,4,9,1,0,0,59,9,0,1151,2,2
2,0,61467,0,2,69,410,16,114,0,5,49,3,5,2,10,5,0,0,66,18,0,594,3,1
2,0,49618,1,1,77,80,3,26,4,2,14,4,3,1,3,7,0,0,48,17,0,129,3,3
2,1,21888,1,0,15,88,10,46,2,3,64,4,5,1,2,10,0,1,28,17,0,213,3,0
1,1,42429,0,1,99,55,0,6,2,0,4,2,1,1,3,5,0,0,41,4,0,67,3,3
1,1,26150,2,1,61,5,1,13,3,5,1,1,1,0,3,7,0,0,58,15,0,28,5,3
0,0,30801,0,1,23,8,4,5,15,2,11,2,1,0,3,7,0,0,39,20,0,45,2,0
1,0,81168,0,0,84,410,0,592,147,22,22,1,6,4,7,3,0,0,49,1,1,1193,1,2
2,1,26877,0,0,74,101,13,76,20,18,40,2,3,1,6,6,0,0,45,10,0,268,2,0
2,1,45006,0,0,90,162,25,53,16,0,10,1,3,1,7,3,0,0,70,11,0,266,2,3
0,0,18978,1,0,41,2,8,1,4,7,15,1,1,0,3,8,0,0,41,18,0,37,2,0
1,0,22574,2,1,28,25,0,8,2,0,2,2,2,0,3,7,0,0,47,8,0,37,4,3
2,1,48240,0,0,73,389,91,248,64,49,41,3,6,3,13,5,0,1,45,19,0,882,2,1
1,0,45837,1,1,88,215,13,87,17,17,24,5,6,2,5,7,0,0,40,11,0,373,3,3
2,1,35791,2,1,94,27,0,5,0,0,3,2,1,0,3,8,0,0,49,13,0,35,5,3
2,0,162397,1,1,31,85,1,16,2,1,2,0,0,0,1,1,0,0,38,12,0,107,3,3
1,1,54162,1,1,31,5,6,10,6,5,10,1,1,0,3,4,0,0,36,15,0,42,4,3
2,0,30522,0,1,6,179,8,83,19,11,26,5,1,2,9,2,0,0,54,22,0,326,2,1
2,0,54456,0,1,23,352,0,27,10,0,15,3,6,1,7,6,0,0,53,11,0,404,2,1
1,1,31632,0,0,92,17,8,12,11,15,32,1,2,1,2,7,0,0,43,11,0,95,2,0
1,1,72298,0,0,52,625,35,169,58,17,35,1,4,3,6,1,0,0,65,3,2,939,2,2
0,1,36975,1,0,50,10,6,11,0,4,2,1,1,0,3,7,0,0,36,6,0,33,3,0
0,0,72635,0,0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,59,12,1,981,1,2
1,0,13624,1,0,93,10,2,15,2,1,6,2,2,0,3,6,0,0,38,17,0,36,2,0
1,1,84196,0,1,56,215,63,507,231,31,190,1,8,4,7,3,0,0,39,12,0,1237,3,2
1,0,70971,0,1,28,1001,17,572,93,125,17,7,11,11,5,7,0,1,54,21,0,1825,2,5
2,1,34487,1,1,94,19,18,33,24,1,8,3,3,0,3,9,0,0,37,21,0,103,4,3
1,1,28769,1,0,76,41,5,129,10,3,3,3,4,1,4,9,0,0,37,18,0,191,3,0
2,0,69084,1,0,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,44,7,0,1586,2,1
2,0,65488,0,0,46,603,45,207,36,18,54,1,3,4,6,1,0,0,56,0,0,963,1,2
0,0,62466,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,44,5,0,889,2,2
0,1,32218,0,0,27,10,24,15,13,1,30,1,2,1,3,7,0,1,54,4,1,93,2,0
1,1,83917,0,0,12,514,22,732,42,198,79,1,6,7,7,3,0,1,41,14,0,1587,2,2
1,1,46102,2,1,3,14,0,1,0,0,1,1,1,0,2,7,0,0,52,3,0,16,5,3
1,1,84574,0,0,72,387,20,713,38,54,163,1,9,11,11,5,0,0,62,12,0,1375,2,2
1,0,56181,0,1,6,121,103,69,8,44,48,1,4,2,7,4,0,0,52,17,0,393,2,1
2,1,63120,0,1,53,965,69,279,54,41,69,5,8,4,9,7,0,1,64,20,0,1477,3,1
1,0,73691,0,1,58,707,21,250,85,43,73,2,6,2,8,2,0,0,43,7,1,1179,2,1
1,0,63381,0,1,78,571,50,142,33,50,159,4,4,5,13,2,0,0,54,20,0,1005,2,1
2,0,76140,0,0,57,586,66,653,17,0,26,1,5,9,6,2,0,0,66,1,0,1348,1,2
2,1,62859,0,1,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,55,17,0,1307,3,1
1,1,45906,0,1,20,305,3,27,4,3,144,2,5,4,4,5,0,0,50,13,1,486,3,1
2,0,77632,0,0,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,67,15,2,2252,1,5
2,0,46463,1,1,56,163,2,40,8,11,11,7,3,1,6,6,0,0,43,10,0,235,3,3
1,0,105471,0,0,36,1009,181,104,202,21,207,0,9,8,13,3,0,1,44,17,2,1724,1,5
2,1,55282,1,0,9,125,6,73,8,4,19,1,3,1,6,4,0,0,44,6,0,235,3,3
2,0,78710,0,1,42,721,0,152,119,50,50,3,7,6,12,4,0,0,37,1,0,1092,2,1
1,0,66886,0,1,28,315,4,62,41,31,146,2,7,1,7,5,0,0,56,9,0,599,2,1
2,1,98777,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,0,0,54,4,1,2008,2,2
1,0,29103,1,0,38,16,0,17,6,3,6,2,1,0,3,9,0,0,29,22,0,48,2,0
1,0,67445,0,1,63,757,80,217,29,80,11,5,9,6,12,6,0,0,40,22,0,1174,2,1
2,0,50616,0,1,71,30,2,25,0,1,9,1,1,1,4,2,0,0,64,2,0,67,2,3
1,1,49431,0,1,9,219,3,100,26,0,17,2,7,1,5,8,0,0,59,22,0,365,3,1
1,1,153924,0,0,81,1,1,1,1,1,1,0,0,0,0,0,0,0,39,4,0,6,2,3
1,0,61278,0,1,87,111,3,28,2,6,15,2,3,1,4,6,0,0,61,5,0,165,2,3
0,0,26490,0,0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,56,21,0,210,1,0
2,0,73059,0,1,36,410,112,420,0,82,71,1,9,3,13,4,0,0,67,9,0,1095,2,2
2,1,46734,1,2,86,100,1,39,6,1,76,4,3,2,3,6,0,0,48,8,1,223,5,3
1,0,56253,0,1,83,509,0,65,7,11,5,4,7,2,9,6,0,0,51,18,0,597,2,1
1,0,19986,1,0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,29,7,0,22,2,0
1,1,58330,0,1,87,445,53,213,104,98,151,1,6,4,13,4,0,0,39,6,0,1064,3,2
0,0,25965,0,0,29,2,2,11,41,7,11,1,2,0,3,8,0,0,34,21,0,74,1,0
2,0,14661,0,0,88,4,1,11,6,2,2,1,1,0,3,6,0,0,58,17,0,26,1,0
1,0,18690,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,55,18,0,60,1,0
2,0,45068,0,1,25,14,0,3,0,0,3,1,1,0,2,7,0,0,40,13,0,20,2,3
0,1,21063,1,0,34,1,10,11,19,3,15,2,2,0,3,6,0,0,27,9,0,59,3,0
2,0,29187,1,0,43,26,0,6,0,0,2,1,1,0,3,8,0,0,46,13,0,34,2,0
0,0,54690,1,1,76,111,16,37,7,9,18,3,3,1,5,3,0,0,43,7,0,198,3,3
2,0,59304,0,1,81,418,61,428,80,51,10,3,7,8,10,5,0,0,50,11,0,1048,2,1
2,1,59247,0,2,87,327,9,122,19,14,83,5,5,2,9,6,0,0,52,7,0,574,4,1
1,1,66731,0,1,33,371,159,194,58,106,141,4,4,3,6,3,0,0,44,21,0,1029,3,2
1,0,77353,0,1,38,275,59,107,69,101,59,2,6,4,8,4,0,0,34,6,0,670,2,2
2,1,52614,0,1,63,789,0,142,12,9,38,2,2,4,8,8,0,0,39,18,0,990,3,1
1,0,26751,2,0,26,1,1,5,0,3,1,1,1,0,2,8,0,0,40,1,0,11,3,0
2,0,81300,0,1,17,1004,12,145,32,12,36,3,10,3,5,5,0,1,51,19,1,1241,2,1
1,1,70337,0,0,75,187,81,149,25,43,91,1,2,2,12,1,0,0,35,5,0,576,2,2
0,0,36145,1,0,13,56,4,76,17,1,18,4,4,1,3,9,0,1,29,12,1,172,2,0
2,1,65295,0,0,19,365,32,117,34,110,6,1,3,3,13,2,0,0,34,6,0,664,2,2
1,1,68118,0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,0,51,8,0,928,3,1
1,1,68743,0,0,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,47,21,0,2074,2,2
0,0,41039,0,0,32,34,11,137,179,61,45,1,8,1,5,8,0,0,32,11,0,467,1,0
1,0,38946,0,1,84,116,6,82,6,6,41,2,3,1,6,5,0,0,59,8,0,257,2,3
1,0,65777,0,0,87,565,32,435,28,32,54,1,2,8,6,1,0,0,47,6,0,1146,1,2
2,1,66476,0,1,99,372,18,126,47,48,78,2,5,2,11,4,0,0,38,15,0,689,3,1
2,1,86857,0,0,96,899,102,838,133,102,40,1,5,6,10,2,0,1,42,21,0,2114,2,5
2,0,160803,0,0,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,32,22,0,1717,1,2
2,0,77845,0,0,40,760,40,480,0,40,26,1,3,5,12,1,0,0,25,1,2,1346,1,5
2,0,69476,0,0,3,260,86,559,63,9,67,1,4,6,4,2,0,0,45,8,0,1044,1,2
2,1,50611,0,1,98,459,0,24,6,0,4,6,4,5,7,6,0,1,54,20,1,493,3,1
1,1,61209,0,0,73,466,0,224,119,49,99,1,5,3,4,2,0,0,44,10,0,957,2,2
2,0,42315,0,1,90,67,15,80,17,11,80,3,1,4,4,3,0,0,56,11,0,270,2,3
0,0,13084,0,0,29,2,0,7,3,7,10,1,1,0,3,6,0,0,62,7,0,29,1,0
2,1,47570,1,1,3,67,1,20,0,2,31,3,2,2,2,7,0,1,65,13,0,121,4,3
2,0,61923,0,2,94,92,4,18,3,3,6,1,2,1,4,3,0,0,53,11,0,126,3,3
1,1,34824,0,0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,19,3,0,23,2,0
2,1,26518,1,1,33,20,1,28,3,3,2,3,2,0,3,8,0,1,65,14,0,57,4,3
1,1,45938,0,0,46,273,11,178,62,83,29,2,8,4,6,6,0,0,53,7,0,636,2,1
1,0,78468,0,0,29,434,22,388,104,22,34,1,10,7,10,4,0,0,54,2,1,1004,1,2
1,1,78901,0,1,99,321,11,309,33,26,34,3,9,3,5,4,0,0,41,9,0,734,3,1
1,0,71427,2,0,26,212,123,177,15,64,23,2,8,2,8,4,0,0,36,3,0,614,3,1
1,1,71022,0,1,30,909,12,278,0,12,242,3,5,2,11,8,0,0,36,4,1,1453,3,1
2,1,90247,0,0,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,26,2,3,1621,2,5
2,1,41335,1,0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,46,6,0,187,3,3
1,0,71952,1,0,93,656,80,455,52,107,93,2,8,4,8,4,0,0,28,17,2,1443,2,5
2,1,35682,1,0,34,23,0,8,6,2,18,1,1,1,3,2,0,0,44,0,0,57,3,3
1,1,43185,0,1,88,537,6,42,16,6,30,2,9,3,6,8,0,0,63,14,0,637,3,1
2,0,66375,0,1,96,712,0,45,0,0,191,3,2,4,5,7,0,0,66,7,1,948,2,1
2,0,35178,1,0,10,23,1,13,2,2,18,1,1,1,2,7,0,1,43,17,1,59,2,0
1,0,25252,1,0,26,1,3,4,2,2,6,1,1,0,2,8,0,0,28,11,0,18,2,0
2,1,55250,0,1,49,664,58,83,32,0,66,4,7,5,10,5,0,0,49,20,0,903,3,1
1,1,33249,1,0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,39,16,0,112,3,0
1,0,58398,0,0,44,299,5,201,21,21,49,3,5,4,8,4,0,0,61,13,0,596,1,1
1,0,50272,1,0,75,99,13,66,43,8,4,3,4,1,5,7,0,0,32,10,0,233,2,0
2,0,76618,0,0,64,749,40,294,121,160,147,1,3,2,5,1,0,0,39,18,0,1511,1,2
0,1,87305,0,0,19,345,25,501,63,138,80,1,5,3,8,2,0,1,54,21,1,1152,2,5
1,0,25851,1,0,45,9,4,18,7,5,5,2,2,0,3,7,0,0,36,16,0,48,2,0
1,1,58710,0,1,77,440,81,368,0,122,174,6,11,5,9,6,0,0,44,14,0,1185,3,1
1,1,45160,1,1,9,8,2,5,3,0,3,1,1,0,2,7,0,0,56,3,0,21,4,3
2,0,74806,0,1,1,670,9,249,0,28,9,2,5,4,5,4,0,0,49,18,0,965,2,1
1,0,59111,0,0,90,524,0,134,28,28,155,1,11,1,8,7,0,0,60,13,0,869,1,1
2,0,18988,1,0,43,6,0,6,2,1,1,2,1,0,3,7,0,0,30,1,0,16,2,0
1,0,72190,0,0,79,597,166,597,172,166,249,1,5,6,4,3,0,0,49,16,0,1947,1,2
1,0,7500,1,0,19,7,0,12,13,7,32,5,4,1,2,9,0,1,38,22,1,71,2,0
1,0,44794,0,1,99,54,0,7,0,0,4,1,2,0,3,6,0,0,48,0,0,65,2,3
1,0,80395,0,0,62,445,25,706,80,76,48,1,6,5,12,2,0,0,59,7,1,1380,1,2
2,1,75012,0,0,41,294,142,218,164,58,151,1,3,8,11,1,0,0,38,5,0,1027,2,2
2,0,56962,2,1,60,292,3,77,10,3,26,7,6,3,5,7,0,0,49,8,0,411,4,3
1,0,89891,0,0,17,412,22,132,59,28,183,1,11,6,8,4,0,0,23,14,1,836,1,2
2,1,35946,1,1,24,8,0,3,0,0,0,1,0,0,3,5,0,0,65,9,0,11,4,3
2,0,53593,1,1,60,349,4,78,6,0,43,8,7,2,6,8,0,0,61,22,0,480,3,1
1,0,66373,1,1,57,328,9,124,12,24,109,7,4,2,10,3,0,0,36,12,0,606,3,1
2,1,45072,1,2,74,144,2,99,7,2,30,5,6,1,4,8,0,0,66,8,0,284,5,3
1,1,89694,1,1,22,1126,28,211,37,28,42,3,4,3,4,5,0,0,41,8,3,1472,4,5
1,0,72025,0,0,46,967,0,617,43,50,0,1,4,8,13,2,0,1,65,2,3,1677,1,5
1,0,67432,0,1,69,432,79,341,177,136,170,2,8,5,4,4,0,0,41,15,0,1335,2,2
2,0,70545,0,1,29,138,39,63,55,18,21,1,4,1,7,2,0,0,62,0,0,334,2,1
0,0,17487,1,0,37,0,0,1,7,4,6,1,1,0,2,7,0,0,25,15,0,18,2,0
1,0,62882,0,1,26,509,133,497,78,24,97,2,7,5,6,4,0,0,45,22,0,1338,2,2
2,1,64108,0,1,8,948,10,86,13,21,21,4,6,9,11,5,0,0,61,15,0,1099,3,1
2,0,34941,1,1,26,39,2,25,4,3,24,2,3,0,3,8,0,0,58,15,0,97,3,3
2,1,48767,1,2,79,28,1,21,3,0,10,3,2,1,3,5,0,0,64,5,0,63,5,3
0,0,38702,1,0,71,13,11,24,13,8,40,2,3,0,4,6,0,0,36,10,0,109,2,0
1,0,82224,0,0,83,307,26,360,138,31,40,1,6,9,5,3,0,0,50,5,1,902,1,2
1,0,83844,0,0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,62,13,1,1574,1,2
0,0,17003,1,0,37,2,5,12,4,8,7,3,2,0,4,5,0,0,39,6,0,38,2,0
1,1,71163,0,0,30,283,17,372,138,106,44,1,3,8,12,1,0,0,19,3,0,960,2,2
1,1,33697,1,0,34,4,3,7,0,3,11,1,1,0,2,7,0,0,44,9,1,28,3,0
0,0,63564,0,0,0,769,80,252,15,34,65,1,10,10,7,6,0,1,60,4,1,1215,1,5
2,0,83443,0,0,89,518,42,742,55,56,84,1,6,10,5,2,0,0,42,5,0,1497,1,2
2,0,51518,0,1,92,350,8,66,17,4,4,2,3,2,10,3,0,0,56,8,0,449,2,1
1,1,58330,0,1,87,445,53,213,104,98,151,1,6,4,13,4,0,0,39,6,0,1064,3,2
1,0,80952,0,0,20,778,178,689,41,27,44,1,8,5,11,8,0,1,45,15,3,1757,1,5
1,0,75507,0,0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,35,1,0,1440,1,2
0,0,63855,0,0,28,359,35,314,93,116,89,1,7,3,13,4,0,0,36,16,0,1006,1,2
2,0,62220,0,1,55,799,12,375,16,12,12,5,7,6,5,6,0,1,42,22,0,1226,2,1
1,0,58512,0,1,25,895,10,101,13,0,152,5,3,4,8,8,0,0,50,9,0,1171,2,1
2,0,40662,1,0,0,40,2,23,0,4,23,2,2,1,3,4,0,0,35,15,0,92,2,0
2,0,38829,0,1,86,76,0,7,0,0,16,1,3,2,2,5,0,0,55,2,0,99,2,3
0,0,35523,1,0,8,11,5,22,12,5,11,2,3,0,3,7,0,0,33,8,0,66,2,0
1,1,79146,1,1,33,245,16,223,21,43,16,2,8,1,8,6,0,0,47,2,0,564,4,1
2,0,78285,0,0,13,647,107,391,175,67,40,1,6,4,10,3,0,0,26,8,0,1427,1,2
2,1,31626,1,0,12,39,1,9,2,1,34,1,2,1,2,7,0,1,36,13,1,86,3,0
1,1,75127,0,0,92,203,35,305,46,17,227,1,2,11,5,1,0,0,62,1,0,833,2,2
1,0,48726,0,1,90,138,3,38,4,0,59,3,3,2,4,6,0,0,59,14,0,242,2,3
1,0,74985,0,0,8,587,51,898,247,0,86,1,3,6,7,2,0,0,37,21,0,1869,1,2
1,0,67430,0,0,6,595,97,291,127,133,121,1,11,5,12,6,0,0,27,21,0,1364,1,2
0,0,46891,0,1,91,43,12,23,29,15,61,1,2,1,4,4,0,0,49,9,0,183,2,3
2,0,62058,0,1,52,301,7,74,10,0,58,4,6,1,7,6,0,0,58,13,0,450,2,1
1,0,72063,0,1,3,180,32,348,76,32,90,2,5,2,12,2,0,0,35,11,0,758,2,1
2,0,78939,0,0,57,794,115,243,150,0,205,1,8,5,6,3,0,0,63,6,0,1507,1,2
1,1,42720,1,1,9,392,5,91,28,26,112,8,7,3,7,8,0,1,49,14,0,654,4,1
1,0,33622,1,1,22,39,1,22,3,4,12,3,2,0,4,7,0,0,42,14,0,81,3,3
2,0,6835,0,1,76,107,2,12,2,2,12,0,0,0,1,20,0,0,57,18,0,137,2,0
1,0,41452,1,1,86,13,0,3,0,0,0,1,1,0,2,7,0,0,61,15,0,16,3,3
2,1,40760,0,1,64,70,0,17,0,0,6,2,2,1,3,6,0,0,49,9,0,93,3,3
2,0,74250,0,0,90,680,11,392,75,0,0,1,2,11,4,1,0,0,56,5,0,1158,1,2
2,1,51124,1,1,79,26,1,11,0,1,4,2,1,0,3,3,0,0,59,6,0,43,4,3
1,1,72258,0,1,28,522,0,522,227,120,134,2,6,9,5,2,0,0,43,9,0,1525,3,2
2,1,71466,0,0,86,412,12,546,78,182,0,1,4,4,10,1,0,0,40,2,0,1230,2,2
1,0,36283,1,1,42,6,5,5,8,0,5,2,1,0,3,4,0,0,38,2,0,29,3,3
1,1,20587,1,0,39,2,3,6,4,1,9,1,1,1,2,7,0,0,44,1,0,25,3,0
1,0,30467,1,0,8,1,3,8,2,5,5,1,1,0,2,7,0,0,42,3,0,24,2,0
1,0,31590,1,0,40,6,2,15,6,6,3,1,1,0,3,8,0,0,42,12,0,38,2,0
0,0,20425,1,0,5,4,12,5,3,16,17,2,2,0,3,7,0,0,28,19,0,57,2,0
2,0,17144,1,1,96,18,2,19,0,2,6,5,3,0,4,7,0,0,54,4,0,47,3,3
2,1,42564,0,1,28,324,48,186,39,18,198,6,6,8,4,7,0,1,46,17,1,813,3,1
2,0,43783,1,0,22,327,9,125,25,4,139,6,7,1,8,7,0,0,36,1,1,629,2,1
1,1,40780,0,1,30,229,27,71,13,3,34,4,7,1,5,9,0,0,38,21,0,377,3,1
2,0,62847,0,0,45,521,168,706,80,76,61,1,3,6,4,2,0,0,69,17,0,1612,1,2
2,0,82017,0,0,58,184,23,446,30,23,23,1,5,4,7,2,0,1,57,19,3,729,1,5
1,1,16813,0,0,49,4,8,11,12,2,13,1,2,0,3,7,0,0,64,11,1,50,2,0
1,0,51267,1,1,37,183,2,64,7,2,12,4,3,3,5,4,0,0,36,7,0,270,3,3
1,1,46524,0,1,70,31,19,35,26,14,52,2,1,1,5,3,0,0,53,14,0,177,3,3
2,1,45183,0,0,33,219,3,60,12,9,12,1,4,1,7,7,0,0,52,17,1,315,2,0
2,0,70421,0,1,98,479,28,136,75,14,35,3,10,3,7,6,0,0,60,0,0,767,2,1
0,1,60161,0,1,17,584,44,212,46,8,177,3,11,4,8,8,0,0,49,20,0,1071,3,1
1,0,73926,0,0,54,627,91,597,159,91,15,1,6,5,12,3,0,0,41,15,0,1580,1,2
1,0,19329,1,0,39,24,1,16,12,2,5,3,4,0,3,8,0,0,46,6,0,60,2,0
2,0,61872,0,1,81,330,5,159,36,27,16,4,4,4,9,4,0,0,44,6,0,573,2,1
1,1,46984,1,1,71,19,1,10,2,1,8,1,1,0,3,5,0,0,58,15,0,41,4,3
1,0,34838,1,1,62,28,23,29,29,14,47,3,2,1,4,6,0,0,63,17,0,170,3,3
2,1,82716,0,0,8,606,148,228,15,148,22,1,6,8,13,2,0,0,70,7,0,1167,2,2
1,0,48192,0,0,76,1039,43,204,153,58,29,3,2,8,12,8,0,1,56,14,3,1526,1,5
2,0,49681,0,2,66,411,0,26,0,0,21,6,7,1,7,7,0,0,38,7,0,458,3,1
2,0,56850,0,1,83,34,1,19,2,7,0,1,1,1,3,2,0,0,43,3,0,63,2,3
1,0,55267,0,1,28,161,28,136,32,3,45,4,3,4,6,3,0,0,57,8,0,405,2,1
1,0,59666,1,1,87,623,53,178,23,17,133,7,3,2,8,8,0,0,42,15,1,1027,3,1
1,1,72504,0,1,43,604,26,470,123,161,94,2,5,9,6,2,0,0,42,14,0,1478,3,2
1,0,26872,0,0,0,3,10,8,3,16,32,1,1,1,2,6,0,0,33,8,0,72,1,0
1,1,21359,1,0,1,12,2,17,6,1,10,2,2,0,3,8,0,1,42,14,0,48,3,0
1,1,73170,0,0,1,184,174,256,50,30,32,1,5,4,6,2,0,0,39,0,0,726,2,2
2,0,52750,0,1,72,393,0,239,90,69,69,6,5,7,9,4,0,0,59,16,0,860,2,1
2,0,91820,0,0,72,410,73,747,76,161,30,0,5,5,12,1,0,0,28,7,0,1497,1,2
2,0,65968,0,1,12,376,9,83,19,4,4,2,5,4,7,3,0,0,44,1,0,495,2,1
1,0,30772,1,1,89,7,2,4,2,1,4,1,1,0,2,6,0,0,38,3,0,20,3,3
1,1,22507,0,0,67,68,0,226,51,157,68,3,10,2,4,9,0,0,60,19,0,570,2,1
1,0,65685,0,1,54,642,14,49,0,7,57,1,9,2,9,5,0,0,42,3,0,769,2,1
0,0,25804,1,0,34,8,7,9,13,6,12,2,2,0,3,8,0,0,36,9,0,55,2,0
2,1,76412,0,0,15,840,53,804,23,71,17,1,5,4,8,3,0,1,34,13,2,1808,2,5
1,0,22063,1,0,43,7,10,13,3,11,11,2,2,0,3,7,0,0,42,10,0,55,2,0
